word,vector
100044,"[-0.13011515140533447,0.010960942134261131,0.17141519486904144,-0.1197981908917427,-0.12469639629125595]"
7380,"[-0.05422201007604599,-0.03654896840453148,0.03753441944718361,0.015038274228572845,-0.07516653090715408]"
7013,"[-0.10150425136089325,-0.21205878257751465,0.2374611347913742,-0.25836533308029175,-0.19992975890636444]"
5952,"[0.3696402311325073,-0.558979868888855,0.14413230121135712,-0.5125436782836914,-0.3649182617664337]"
7983,"[-0.16702090203762054,-0.26977285742759705,0.1608220785856247,-0.17843294143676758,-0.09313756972551346]"
533,"[-0.023018527776002884,0.0683295726776123,0.03307284414768219,0.14848069846630096,0.012223673053085804]"
4447,"[-0.2510134279727936,-0.2479936182498932,0.16603915393352509,-0.14942879974842072,-0.21461895108222961]"
1855,"[-0.03058774769306183,-0.07858250290155411,-0.013571977615356445,0.013743930496275425,-0.018544884398579597]"
48780,"[-0.16845573484897614,-0.053846221417188644,0.052055343985557556,-0.4710218608379364,0.023655224591493607]"
6184,"[-0.007097803056240082,-0.10285623371601105,0.03438883647322655,0.028001664206385612,0.07001160830259323]"
2360,"[-0.3161614239215851,-0.08784017711877823,0.05580378696322441,0.04467310011386871,-0.08811093866825104]"
1204,"[0.569248616695404,0.2243081033229828,-1.145425796508789,1.214430332183838,-0.4281977713108063]"
32022,"[-0.22719229757785797,-0.07512380927801132,0.0603589303791523,-0.06491336971521378,-0.14473263919353485]"
1419,"[-0.00010603060945868492,-0.11777766793966293,0.03587159141898155,-0.052725184708833694,-0.07416559010744095]"
84944,"[-0.19534996151924133,-0.2066374570131302,0.2466711550951004,-0.21564029157161713,-0.2696472108364105]"
1958,"[-0.10301629453897476,0.05447516217827797,0.1263580471277237,-0.0009025650797411799,-0.08832453191280365]"
956,"[-0.10781407356262207,-0.06818357855081558,0.015448329970240593,0.0720536857843399,-0.006943597923964262]"
69526,"[0.056449390947818756,0.0678505077958107,-0.0373147614300251,0.014304094016551971,0.04591020196676254]"
2419,"[0.027300287038087845,0.02597113512456417,-0.06833113729953766,-0.05873226746916771,-0.07844781130552292]"
6408,"[-0.03586287051439285,-0.08598117530345917,-0.03254706412553787,0.036119986325502396,0.0037585264071822166]"
984,"[-0.10116840153932571,-0.06868843734264374,0.03107319213449955,0.013452082872390747,-0.09382800757884979]"
7080,"[0.008587377145886421,-0.13599960505962372,0.05832280218601227,-0.043803825974464417,-0.061338357627391815]"
4345,"[-0.12101435661315918,-0.04281723126769066,-0.03165969252586365,-0.1210818961262703,-0.03897108882665634]"
6270,"[-0.08631670475006104,-0.006196438334882259,0.1574312001466751,0.009755868464708328,-0.1302075833082199]"
4069,"[-0.2579967677593231,-0.14322245121002197,0.07996418327093124,0.029349539428949356,-0.057015422731637955]"
169984,"[-0.05262507498264313,-0.1393985003232956,0.08417809754610062,-0.06207346171140671,-0.04657357931137085]"
45950,"[-0.18874119222164154,-0.012606602162122726,-0.04405670985579491,-0.07827305793762207,-0.09596654027700424]"
76,"[0.1394655853509903,0.11589836329221725,0.1881335824728012,0.0071844300255179405,-0.03588322177529335]"
5106,"[-0.06169623136520386,-0.04920092225074768,0.01703968457877636,-0.09954363852739334,-0.05348297953605652]"
3287,"[0.13249532878398895,0.029746025800704956,0.11265857517719269,-0.009313314221799374,-0.058572784066200256]"
8341,"[-0.05424154922366142,0.0014548993203788996,0.028564948588609695,0.10295232385396957,-0.014728710055351257]"
909,"[0.29532381892204285,-0.0664915069937706,-0.48214972019195557,-0.008870875462889671,0.3414730131626129]"
2826,"[-0.1017913892865181,-0.040101103484630585,0.0018840964185073972,-0.02813311293721199,-0.007278242148458958]"
419,"[-0.04742145910859108,-0.053839538246393204,0.06126001849770546,0.0030406787991523743,0.037708133459091187]"
1480,"[-0.13615357875823975,-0.08871100097894669,-0.0638015866279602,0.06339778006076813,-0.09124602377414703]"
5218,"[0.1957637220621109,-0.47250741720199585,0.17229045927524567,-0.27775079011917114,-0.12841206789016724]"
2969,"[0.011725140735507011,-0.09662255644798279,0.0531744621694088,-0.042759526520967484,-0.0025081706698983908]"
5329,"[-0.09128342568874359,-0.08132170885801315,-0.0026700710877776146,0.040166184306144714,-0.08184603601694107]"
106100,"[-0.2258441001176834,-0.21921642124652863,0.14827707409858704,-0.11104870587587357,-0.2135300189256668]"
372,"[-0.1838008016347885,0.020595991984009743,-0.03385461866855621,0.09084591269493103,0.14928306639194489]"
84152,"[0.0497603565454483,-0.1307424157857895,0.06199858337640762,-0.2391049712896347,-0.36762940883636475]"
3832,"[0.01264344435185194,0.0859539657831192,0.07881683111190796,-0.09798277169466019,-0.06708623468875885]"
4294,"[-0.15992920100688934,-0.11491033434867859,0.015541068278253078,0.004151092376559973,-0.08363337814807892]"
33649,"[-0.08424948155879974,-0.030451951548457146,-0.025152375921607018,-0.07741116732358932,-0.08912210166454315]"
143559,"[-0.03173169493675232,-0.11593887954950333,0.2080930769443512,-0.09751976281404495,-0.0031784300226718187]"
6591,"[-0.09178370237350464,-0.021565362811088562,0.12525388598442078,-0.06029709801077843,-0.047630298882722855]"
3727,"[-0.1464194655418396,-0.007137134671211243,-0.025437980890274048,-0.19333358108997345,-0.041960228234529495]"
2379,"[0.03092060796916485,0.03675948455929756,-0.018956877291202545,-0.04280208796262741,-0.07750564068555832]"
4105,"[-0.2507844567298889,-0.059915654361248016,0.2435530126094818,-0.19288721680641174,-0.025250760838389397]"
1361,"[-0.21524061262607574,0.01683826744556427,0.034189846366643906,0.09219086915254593,-0.0398755706846714]"
8807,"[-0.14077427983283997,-0.01870233379304409,0.13549689948558807,-0.07986147701740265,-0.16484889388084412]"
173963,"[-0.3316024839878082,-0.17151732742786407,0.2576824426651001,-0.2058035433292389,-0.1425466239452362]"
1085,"[0.05400373786687851,-0.08773168176412582,-0.05837481468915939,0.09844519942998886,-0.11541712284088135]"
2874,"[-0.09819887578487396,-0.015349485911428928,0.03816340118646622,-0.038313981145620346,-0.0036186075303703547]"
89582,"[-0.1362558752298355,0.021640432998538017,0.08008774369955063,0.004806047305464745,-0.09020252525806427]"
1307,"[-0.4028814733028412,0.049975864589214325,-0.6229035258293152,0.288286030292511,-0.28850260376930237]"
8580,"[-0.12813985347747803,-0.0354945994913578,-0.00278497114777565,-0.017934560775756836,-0.04961011931300163]"
78316,"[-0.08410786092281342,-0.041652288287878036,0.04753018543124199,0.07894954830408096,0.06195308640599251]"
79091,"[-0.06866926699876785,-0.11550981551408768,0.04532410204410553,-0.23605817556381226,-0.14060668647289276]"
141810,"[-0.10489805042743683,-0.17362886667251587,0.21014638245105743,-0.14417868852615356,-0.1310386210680008]"
89678,"[0.041357140988111496,-0.009044713340699673,0.025187525898218155,0.03574434667825699,-0.10020334273576736]"
2997,"[-0.23419030010700226,0.24607917666435242,-0.21428099274635315,-0.6803892850875854,0.05018208920955658]"
142550,"[-0.1402251124382019,-0.08251380920410156,0.10796999931335449,-0.1868681162595749,-0.10155710577964783]"
108156,"[-0.05949431657791138,-0.01732640154659748,-0.0691811740398407,-0.07078097015619278,-0.06887342780828476]"
2707,"[-0.14787539839744568,-0.005238038953393698,0.07411936670541763,-0.10439079999923706,0.01118495874106884]"
92391,"[-0.0944989025592804,-0.0780978873372078,0.08550336956977844,-0.024047547951340675,-0.03644832968711853]"
6709,"[-0.07871350646018982,-0.13104288280010223,0.028240377083420753,-0.09130310267210007,-0.13245779275894165]"
1979,"[0.040724556893110275,0.10508622229099274,0.045162104070186615,0.07977277785539627,-0.03922828286886215]"
118270,"[-0.17139852046966553,-0.10155409574508667,0.1409776657819748,-0.04940469563007355,-0.11080671101808548]"
166492,"[-0.29120442271232605,-0.043316714465618134,0.11964242160320282,-0.16381888091564178,-0.05960594490170479]"
8125,"[-0.054148610681295395,-0.0543295294046402,0.11327557265758514,0.0594070665538311,-0.020952710881829262]"
26736,"[-0.13949157297611237,0.020990576595067978,-0.02883879654109478,0.013979023322463036,-0.017016775906085968]"
7091,"[0.07107079029083252,0.01331438310444355,0.058824531733989716,0.050021231174468994,-0.026825975626707077]"
1013,"[0.04762326180934906,-0.1015513688325882,0.03784624859690666,-0.11352621763944626,-0.03029332309961319]"
270,"[-0.002981811063364148,-0.0968860536813736,0.006798527669161558,-0.015233967453241348,-0.051560308784246445]"
347,"[-0.07962137460708618,-0.030388319864869118,0.11146189272403717,-0.07795888185501099,0.14219820499420166]"
5378,"[0.09286092966794968,-0.4326440691947937,0.3387027382850647,-0.26557207107543945,-0.028302336111664772]"
32139,"[-0.023942172527313232,-0.0073606474325060844,0.08158916980028152,0.038380540907382965,-0.03736899793148041]"
4146,"[-0.1244971826672554,-0.0761498287320137,0.03246701881289482,-0.12383609265089035,0.03370606154203415]"
146662,"[-0.20809324085712433,-0.013772801496088505,0.05930544435977936,-0.10529159009456635,-0.14350420236587524]"
2342,"[-0.046869002282619476,0.02693350240588188,-0.07710912823677063,0.031949497759342194,0.08206586539745331]"
4255,"[0.046127162873744965,-0.03352352976799011,0.037523552775382996,-0.0868002250790596,-0.10265421867370605]"
164367,"[0.026950670406222343,-0.03140890598297119,0.012080410495400429,-0.0980050265789032,-0.06811601668596268]"
4545,"[-0.17603640258312225,-0.050132159143686295,0.13001391291618347,0.01557670533657074,0.01588476449251175]"
4776,"[-0.12162721902132034,-0.3395577371120453,0.15937116742134094,-0.07348449528217316,-0.22308051586151123]"
26048,"[-0.04900068789720535,-0.08879455924034119,0.08983047306537628,-0.13565213978290558,0.006666237488389015]"
4154,"[0.017912928014993668,-0.024971002712845802,0.08687546104192734,0.036014556884765625,-0.07939805090427399]"
8167,"[0.06361500918865204,-0.07948090136051178,0.1401851773262024,-0.050869256258010864,-0.12807175517082214]"
48394,"[-0.24347786605358124,-0.11099186539649963,0.07471238821744919,-0.2968316674232483,-0.2288423627614975]"
55094,"[-0.10377312451601028,-0.0966089591383934,-0.031901728361845016,-0.0005670235841535032,0.049436211585998535]"
4426,"[0.038503505289554596,-0.03796454146504402,0.06554543226957321,-0.05338846892118454,-0.08897761255502701]"
3073,"[0.057673051953315735,-0.10571569204330444,0.04674006253480911,0.051125820726156235,-0.06733909994363785]"
6535,"[0.09168409556150436,-0.047043949365615845,0.005577167961746454,-0.016610190272331238,0.08544005453586578]"
55112,"[-0.018255053088068962,-0.09901363402605057,0.027579447254538536,0.0035089715383946896,-0.11336483061313629]"
6433,"[0.14003287255764008,0.024158813059329987,0.06966447830200195,0.06564132124185562,-0.035687487572431564]"
54,"[0.005479027982801199,0.0013313657836988568,0.012732396833598614,0.0038968457374721766,-0.03758888319134712]"
37857,"[-0.023675482720136642,-0.0405961237847805,-0.054417409002780914,-0.2047349065542221,-0.1438451111316681]"
3415,"[-0.054792869836091995,0.013289601542055607,0.03417428210377693,-0.04769446700811386,-0.11278607696294785]"
8778,"[-0.034085892140865326,-0.0025791595689952374,0.00892891176044941,0.05921287462115288,-0.03596564754843712]"
511,"[0.05301138758659363,-0.009371091611683369,-0.06759023666381836,0.03421439230442047,0.06948374211788177]"
2156,"[0.06221179664134979,-0.019283972680568695,-0.0876622200012207,0.027987288311123848,-0.0020748544484376907]"
31909,"[0.017315246164798737,-0.020643893629312515,-0.061859261244535446,0.046903014183044434,0.07082915306091309]"
4866,"[-0.06404899060726166,-0.07440172880887985,0.08026983588933945,-0.0716475322842598,-0.1031930223107338]"
32456,"[0.0665656253695488,-0.0076567791402339935,0.10465428233146667,0.037959687411785126,0.05843272805213928]"
93831,"[-0.16509446501731873,-0.021493196487426758,0.07477831840515137,-0.02408120408654213,-0.03345838189125061]"
122890,"[-0.052245382219552994,-0.04063378646969795,-0.041362982243299484,0.057994674891233444,0.02683310955762863]"
2922,"[0.07178924232721329,-0.016907362267374992,-0.0006066791247576475,-0.09909333288669586,-0.02163081429898739]"
3388,"[0.09534472227096558,0.01580660045146942,0.04896634444594383,-0.02864740416407585,0.07520312815904617]"
74750,"[-0.04547572880983353,-0.08553926646709442,0.09115873277187347,0.0005908496677875519,0.049057625234127045]"
44840,"[-0.043788813054561615,-0.10586429387331009,-0.005212697666138411,-0.10031160712242126,-0.05846772715449333]"
5617,"[-0.0695948675274849,-0.2438701093196869,0.18553414940834045,-0.2160317450761795,-0.11948909610509872]"
2104,"[-0.009170551784336567,-0.10110845416784286,0.08652086555957794,0.06756547838449478,-0.06783077120780945]"
59126,"[-0.06299102306365967,-0.0813988596200943,0.012111911550164223,0.09813737124204636,-0.08446135371923447]"
183959,"[-0.2020019143819809,-0.12996017932891846,0.1824687421321869,-0.09305763244628906,-0.013193987309932709]"
128908,"[0.02076626941561699,-0.020780378952622414,-0.04403897002339363,-0.07930631935596466,0.014369138516485691]"
4562,"[-0.14473392069339752,-0.06876708567142487,0.11059725284576416,-0.08500311523675919,0.029032506048679352]"
61250,"[-0.10506018996238708,0.028730370104312897,0.1016506776213646,-0.08322001248598099,0.0190966185182333]"
1345,"[-0.1902303844690323,0.01955600269138813,-0.2778732180595398,-0.00434634555131197,-0.16906963288784027]"
72714,"[-0.016392547637224197,-0.031205378472805023,0.08980514854192734,-0.006698355078697205,-0.04641866683959961]"
167380,"[-0.07259920984506607,0.0191347599029541,0.21080435812473297,-0.23447653651237488,-0.016249269247055054]"
174055,"[-0.2702699601650238,-0.2682158946990967,0.28759437799453735,-0.2543715536594391,-0.10909826308488846]"
2077,"[-0.006606096867471933,-0.08148185163736343,0.1491122543811798,0.05205206573009491,-0.010748540982604027]"
56715,"[-0.0968220978975296,-0.09331188350915909,0.14089050889015198,-0.07498621940612793,0.008403871208429337]"
5026,"[-0.12641368806362152,-0.17035281658172607,0.3604011833667755,-0.2674166262149811,-0.08333876729011536]"
1969,"[-0.005198122933506966,-0.10727854818105698,-0.0349755585193634,0.08149135112762451,0.04483197629451752]"
6588,"[-0.18383753299713135,-0.05080448463559151,0.12972483038902283,-0.0948575809597969,-0.049586400389671326]"
95558,"[-0.14281849563121796,-0.00544524472206831,0.13814784586429596,0.007354545406997204,-0.1584317684173584]"
628,"[0.030672594904899597,-0.13090302050113678,-0.19666749238967896,0.39494574069976807,0.5587195158004761]"
188,"[0.07286732643842697,0.0898222029209137,0.08006948977708817,0.09262973815202713,0.12710259854793549]"
3511,"[0.05805245786905289,0.05313378944993019,-0.016736548393964767,-0.08907634764909744,0.03834371268749237]"
7163,"[0.05555780231952667,0.03924302011728287,0.050365518778562546,-0.06855940073728561,0.01751408353447914]"
168250,"[-0.3394593596458435,-0.10288406908512115,0.22486194968223572,-0.2029092162847519,-0.24250264465808868]"
31685,"[0.11318103224039078,-0.09599348902702332,-0.05902300402522087,-0.08457297086715698,-0.18992574512958527]"
5568,"[-0.01969946175813675,0.015063735656440258,0.15160371363162994,-0.11112421005964279,-0.12204678356647491]"
1282,"[-0.4129334092140198,-0.056216660887002945,-0.4671885073184967,0.3040463328361511,-0.17309117317199707]"
94677,"[-0.25367116928100586,-0.17586825788021088,0.21690289676189423,-0.29061591625213623,-0.29290571808815]"
747,"[0.01709023490548134,-0.02879457361996174,0.04029347002506256,-0.013913888484239578,-0.028766606003046036]"
130444,"[-0.021902721375226974,-0.11390700936317444,0.13306394219398499,-0.003990964964032173,0.026031604036688805]"
2867,"[0.11726877093315125,-0.0004597206134349108,-0.12385981529951096,-0.1737218201160431,0.07288531213998795]"
592,"[0.016653994098305702,-0.5912266373634338,-0.42401525378227234,0.7730462551116943,1.3222535848617554]"
48001,"[0.025728560984134674,-0.0780220627784729,0.0519389808177948,0.08882138878107071,0.012549404054880142]"
177939,"[-0.09988962113857269,-0.1687735766172409,0.19727888703346252,-0.007364081218838692,-0.12038426101207733]"
136447,"[-0.28704017400741577,-0.07314793765544891,0.23560810089111328,-0.2106630504131317,-0.14019961655139923]"
1201,"[0.6343766450881958,0.3401747941970825,-1.3458787202835083,1.1792718172073364,-0.6181878447532654]"
1921,"[-0.1357812136411667,0.11071479320526123,0.05943433567881584,0.04414800554513931,-0.12349002063274384]"
3179,"[0.046297602355480194,0.051573216915130615,-0.03092898428440094,0.0338190495967865,-0.08103571087121964]"
45499,"[-0.06955932080745697,-0.16064323484897614,-0.019791152328252792,-0.10622722655534744,-0.2266605645418167]"
3496,"[-0.040737852454185486,-0.020433899015188217,0.04909789189696312,-0.06339921057224274,0.0198233500123024]"
164909,"[-0.08549420535564423,-0.1591988056898117,0.1317444145679474,-0.09228815138339996,-0.16103492677211761]"
2023,"[0.0756162628531456,0.1087193638086319,-0.028128089383244514,-0.025887101888656616,0.09055983275175095]"
408,"[-0.014004027470946312,-0.06732771545648575,0.08333083242177963,-0.03644392266869545,0.030340170487761497]"
7976,"[-0.13008129596710205,-0.020236637443304062,0.04956422001123428,-0.16771046817302704,0.00951598770916462]"
4641,"[-0.41837048530578613,-0.19006285071372986,0.2961113750934601,-0.2844274044036865,-0.18530938029289246]"
43,"[0.001678155967965722,-0.014071878977119923,0.024229194968938828,0.10437332838773727,0.07055894285440445]"
707,"[0.16604045033454895,-0.02078694850206375,-0.18088752031326294,0.10904615372419357,0.14077119529247284]"
26729,"[-0.07428202033042908,-0.017828701063990593,-0.05616914853453636,-0.10723588615655899,-0.06763151288032532]"
6502,"[0.024138860404491425,-0.2421114444732666,0.2556474208831787,-0.5489037036895752,-0.27494993805885315]"
3005,"[-0.031240396201610565,0.08165118098258972,-0.0591968409717083,-0.1161666139960289,0.01213771104812622]"
1942,"[-0.03992655500769615,-0.011398987844586372,0.06978347152471542,0.029935602098703384,0.07048635929822922]"
3347,"[-0.01771054044365883,0.09289789944887161,0.09302506595849991,-0.12232894450426102,-0.1487296223640442]"
94405,"[-0.06925716996192932,0.008957482874393463,-0.05275101214647293,-0.04003042355179787,0.008017134852707386]"
7051,"[-0.06411077827215195,0.04721057042479515,-0.04592173174023628,-0.11205598711967468,-0.1344650834798813]"
148,"[-0.0439363457262516,-0.04082205891609192,0.027025822550058365,-0.08269370347261429,-0.03132077306509018]"
3559,"[-0.08844272792339325,0.07063116133213043,-0.02617575228214264,0.046464771032333374,0.015408491715788841]"
50804,"[0.06644739955663681,-0.06707057356834412,0.0409906804561615,-0.04245927557349205,0.037207987159490585]"
30994,"[0.006866092793643475,-0.1043132022023201,-0.056704625487327576,0.046704359352588654,-0.09610971063375473]"
8874,"[-0.0640711858868599,-0.18705368041992188,0.12160144746303558,-0.37034496665000916,-0.2911481261253357]"
65133,"[-0.008683173917233944,-0.10522286593914032,0.16667872667312622,-0.028877370059490204,-0.12475259602069855]"
80083,"[0.08655443787574768,0.028184710070490837,0.06957576423883438,-0.04507315531373024,-0.10807037353515625]"
1696,"[0.05785627290606499,0.06470077484846115,-0.005294753238558769,-0.01614026539027691,-0.052441563457250595]"
5817,"[-0.0690523087978363,0.034117765724658966,0.10839928686618805,-0.03729119151830673,0.013051742687821388]"
95873,"[-0.07039714604616165,-0.12453573942184448,0.15319949388504028,0.0024375561624765396,-0.12716491520404816]"
1030,"[0.06585343927145004,0.02376573346555233,-0.03147720918059349,0.045440007001161575,0.05572723597288132]"
62155,"[-0.2788694202899933,-0.19750191271305084,0.09061015397310257,-0.022050129249691963,-0.053450506180524826]"
5480,"[-0.02146279066801071,0.06272830069065094,0.008265743963420391,-0.04019581899046898,-0.10171178728342056]"
7812,"[0.02422887273132801,-0.1153845563530922,0.11971012502908707,-0.03354927897453308,-0.0013667875900864601]"
8983,"[-0.10563856363296509,-0.08703408390283585,0.20048528909683228,-0.25321048498153687,-0.14926265180110931]"
106889,"[-0.03342645242810249,-0.025566600263118744,-0.027953103184700012,0.05139661580324173,0.03626944497227669]"
1302,"[-0.42479419708251953,-0.0391920767724514,-0.45568233728408813,0.1563914269208908,-0.330043226480484]"
4325,"[0.02438775636255741,0.04732703045010567,-0.09339956939220428,0.051181111484766006,-0.01053196843713522]"
72395,"[-0.05202409625053406,0.08635507524013519,0.10534018278121948,-0.08820133656263351,0.05077974498271942]"
74677,"[0.04326764866709709,0.05796699970960617,-0.024488896131515503,0.027674056589603424,-0.054631419479846954]"
6807,"[0.06879855692386627,-0.11442458629608154,0.23636673390865326,-0.4697895348072052,-0.25726500153541565]"
3668,"[-0.09008278697729111,0.05343649163842201,0.04903080686926842,-0.06284894049167633,0.019470995292067528]"
71535,"[-0.06146927922964096,-0.02715803124010563,0.23702692985534668,-0.3793945014476776,-0.2522163689136505]"
33145,"[0.08581081032752991,0.08334996551275253,0.07799925655126572,0.046308860182762146,0.07017076760530472]"
4470,"[-0.009214386343955994,0.04376526176929474,-0.043506067246198654,-0.04240238294005394,-0.06576573848724365]"
154358,"[-0.06441592425107956,0.00060295220464468,0.007741863839328289,-0.10196381062269211,-0.1111091896891594]"
55247,"[-0.14207015931606293,-0.19854280352592468,0.06196097657084465,-0.22408591210842133,-0.11453134566545486]"
93272,"[-0.04351190850138664,0.08664090186357498,-0.04146214574575424,-0.006201510317623615,-0.0889078751206398]"
30822,"[0.01975598745048046,-0.05641624704003334,0.13189509510993958,-0.10217709094285965,-0.039829060435295105]"
3627,"[0.002506959717720747,-0.10095328092575073,-0.05915941298007965,0.07118644565343857,-0.1146869957447052]"
2012,"[-0.13556158542633057,0.3759497404098511,-0.1250740885734558,-0.0596466064453125,0.03368959575891495]"
59667,"[-0.05889872834086418,-0.09740371257066727,-0.03561951220035553,0.07499507814645767,-0.037074942141771317]"
85213,"[-0.08420924842357635,0.004091193899512291,0.12292280793190002,0.011932773515582085,-0.1343906968832016]"
147378,"[-0.27450108528137207,-0.08357381075620651,0.11430159211158752,-0.1464049369096756,-0.07662636041641235]"
6993,"[-0.12472487986087799,-0.08804842084646225,0.2476930469274521,-0.1844717562198639,-0.27692940831184387]"
7841,"[-0.010120886377990246,0.057508684694767,0.09209965169429779,0.08300669491291046,0.011881920509040356]"
92348,"[-0.06395873427391052,-0.027469733729958534,-0.013883533887565136,-0.08772505074739456,0.028264936059713364]"
4184,"[-0.037595249712467194,-0.07681561261415482,0.05875636264681816,-0.0976199209690094,-0.03219074383378029]"
106839,"[0.003476459067314863,-0.02724849060177803,0.04454577714204788,0.07330814003944397,-0.025320449844002724]"
52319,"[-0.07757923007011414,-0.05905759334564209,-0.0010573555482551455,-0.07968208193778992,-0.012629899196326733]"
3016,"[-0.03904853016138077,0.07633756101131439,0.01476456318050623,-0.1536806970834732,0.07944320887327194]"
3508,"[-0.1726316213607788,-0.14598755538463593,0.12797099351882935,-0.13309746980667114,-0.10978897660970688]"
680,"[0.09815798699855804,0.08288835734128952,-0.05182182043790817,0.09539197385311127,0.10109146684408188]"
68886,"[-0.0307298731058836,-0.023638799786567688,-0.02473859116435051,-0.11437137424945831,-0.03264962136745453]"
161634,"[-0.005320089869201183,0.021387474611401558,-0.002559197833761573,-0.024588484317064285,-0.026828566566109657]"
1212,"[0.1076345145702362,0.139826238155365,-0.6294636130332947,0.8419946432113647,-0.20492950081825256]"
1620,"[-0.001420045387931168,0.05292351543903351,-0.0996747687458992,0.10690564662218094,0.04527305066585541]"
339,"[-0.4552479088306427,0.21759632229804993,0.37635424733161926,0.8900288343429565,0.8377763032913208]"
5460,"[-0.1040414571762085,-0.04436527192592621,0.021221231669187546,-0.024811342358589172,-0.03691555932164192]"
2324,"[-0.4703233540058136,0.338327556848526,-0.2269192487001419,-0.05349709838628769,-0.15734024345874786]"
5110,"[-0.045529626309871674,-0.29928058385849,0.25673291087150574,-0.20939984917640686,-0.1346782147884369]"
889,"[-0.06977115571498871,0.06320321559906006,0.06425964832305908,0.09782986342906952,0.03738107904791832]"
4765,"[-0.1567540019750595,-0.12228697538375854,0.015045937150716782,-0.058394599705934525,-0.08219379186630249]"
487,"[-0.07911273092031479,-0.014189304783940315,-0.07411035150289536,0.0880010649561882,0.10638388246297836]"
136864,"[-0.07002189010381699,0.01335523184388876,-0.06809456646442413,-0.14133797585964203,-0.004651263356208801]"
6100,"[-0.012544633820652962,-0.16705459356307983,0.06865770369768143,0.006408704444766045,-0.11325909942388535]"
32582,"[-0.1324581503868103,-0.11836225539445877,0.0980222150683403,-2.8650276362895966e-05,-0.04506862163543701]"
3283,"[-0.056513797491788864,-0.044939249753952026,0.039815910160541534,-0.15395744144916534,0.03552655875682831]"
5669,"[-0.0423402301967144,-0.3757811188697815,0.2560904622077942,-0.33862677216529846,-0.07233620434999466]"
5292,"[-0.09637606889009476,-0.08349591493606567,0.16396744549274445,-0.03787144273519516,-0.10894853621721268]"
2949,"[-0.02969859354197979,0.11508139222860336,-0.07897591590881348,-0.3678768575191498,0.011072572320699692]"
4042,"[0.05229257047176361,-0.055770277976989746,0.10050113499164581,-0.0047328537330031395,0.07782578468322754]"
508,"[-0.24607069790363312,-0.18773452937602997,-0.2702068090438843,0.6641826033592224,0.7657856345176697]"
96411,"[0.01688898354768753,-0.029156779870390892,0.0033834115602076054,-0.017847029492259026,-0.08892422914505005]"
87483,"[-0.073499396443367,0.023314261808991432,-0.029948081821203232,0.00783334020525217,0.0462239570915699]"
1772,"[0.06037738546729088,-0.06828819215297699,-0.05473507568240166,-0.07488720118999481,-0.09614346921443939]"
56286,"[0.010537141934037209,-0.08380461484193802,-0.013073012232780457,0.07977000623941422,-0.1073795035481453]"
79333,"[0.031039224937558174,0.07429318130016327,-0.026364222168922424,0.0706389769911766,0.01851315051317215]"
81788,"[-0.09004609286785126,-0.2177067995071411,0.0641896054148674,-0.10602303594350815,-0.23001672327518463]"
653,"[0.057809021323919296,-0.24197717010974884,-0.14464358985424042,0.23718053102493286,0.413856565952301]"
4437,"[-0.1685819774866104,-0.18102101981639862,0.055164724588394165,-0.046847790479660034,-0.08484911173582077]"
1947,"[-0.10789263993501663,0.018751708790659904,0.04621255397796631,0.05274186655879021,-0.060157597064971924]"
65,"[0.04516379535198212,0.00978352315723896,-0.04746578261256218,0.11535841971635818,0.01841733604669571]"
4191,"[-0.11403672397136688,-0.06426490098237991,-0.0009525963105261326,0.020624181255698204,-0.11395762860774994]"
66511,"[0.06997320055961609,0.0021517444401979446,0.008904670365154743,0.08758966624736786,0.09858597815036774]"
1411,"[-0.2097053974866867,-0.06267183274030685,0.0106050418689847,0.09592108428478241,-0.06520655006170273]"
4713,"[-0.26016733050346375,-0.06043427810072899,0.12896500527858734,-0.16198036074638367,-0.1750621348619461]"
1544,"[-0.03104548342525959,0.1121654063463211,-0.20107950270175934,0.07133042067289352,-0.02017563208937645]"
2289,"[-0.33812370896339417,0.08864855766296387,-0.06642595678567886,-0.027489859610795975,-0.20188824832439423]"
67665,"[0.0016963467933237553,-0.03300486505031586,-0.057175491005182266,-0.03903132304549217,0.032506562769412994]"
5628,"[-0.10675377398729324,0.022456856444478035,-0.011581147089600563,-0.08771927654743195,0.08275942504405975]"
183611,"[-0.0474933385848999,0.03794427216053009,-0.03004421666264534,0.0631033331155777,-0.0026016375049948692]"
3969,"[-0.20790040493011475,-0.09066677838563919,0.1421480029821396,-0.131388321518898,-0.004232593812048435]"
1497,"[-0.013461500406265259,-0.005932995118200779,-0.06477464735507965,-0.07615230232477188,0.05661126598715782]"
3426,"[0.05867541953921318,-0.08894180506467819,-0.06389949470758438,0.07662741094827652,-0.055311378091573715]"
2580,"[-0.4279596507549286,-0.0023660757578909397,-0.0997043177485466,-0.1048087477684021,-0.1516735851764679]"
910,"[0.3483078181743622,-0.21598824858665466,-0.608260452747345,0.16203299164772034,0.3818173408508301]"
112171,"[0.04925493523478508,0.022474410012364388,-0.016752023249864578,-0.09835314005613327,-0.0886855497956276]"
2700,"[-0.4524250626564026,0.25183114409446716,-0.3278958797454834,-0.5191453695297241,-0.15794996917247772]"
84847,"[0.029374631121754646,0.054517246782779694,0.013045741245150566,-0.12335234880447388,-0.015974435955286026]"
148632,"[-0.06234550476074219,-0.10902495682239532,0.01917455904185772,-0.1683669090270996,-0.11299912631511688]"
3307,"[-0.07636885344982147,-0.024612806737422943,-0.0007012613350525498,-0.2005530595779419,-0.14309027791023254]"
